zip,district,actual_id,id,name,latitude,longitude,dpcapacity,online_date
60625,North Side ,475,5,Washtenaw Ave & Lawrence Ave,41.968711,-87.69617,15,05-05-2015
60616,Downtown,218,25,Wells St & 19th St,41.856802,-87.633879,11,8/23/2013
60614,North Side ,289,32,Wells St & Concord Ln,41.912133,-87.634656,19,9/14/2013
60610,Downtown,182,54,Wells St & Elm St,41.903222,-87.634324,23,6/16/2015
60610,Downtown,291,54,Wells St & Evergreen Ave,41.906724,-87.63483,19,9/14/2013
60654,Downtown,212,55,Orleans St & Ohio St,41.892154,-87.636928,23,8/16/2013
60654,Downtown,53,55,Wells St & Huron St,41.894729,-87.633775,19,6/17/2013
60607,Downtown,175,29,Wells St & Polk St,41.872373,-87.633523,19,08-03-2013
60610,Downtown,46,54,Wells St & Walton St,41.89993,-87.63443,19,6/14/2013
60616,Downtown,132,25,Wentworth Ave & 24th St,41.849237,-87.631715,15,09-05-2013
60616,Downtown,403,25,Wentworth Ave & 33rd St,41.83453,-87.631823,15,4/14/2015
60621,Other South Sides,390,9,Wentworth Ave & 63rd St,41.78008,-87.629746,15,5/18/2015
60616,Downtown,120,25,Wentworth Ave & Archer Ave,41.853605,-87.631886,23,08-06-2013
60608,Downtown,203,28,Western Ave & 21st St,41.85394,-87.685243,15,8/15/2013
60608,Downtown,281,28,Western Ave & 24th St,41.84847,-87.685109,15,9/13/2013
60608,Downtown,446,28,Western Ave & 28th St,41.841518,-87.685131,15,5/21/2015
60612,Downtown,382,16,Western Ave & Congress Pkwy,41.874749,-87.686445,19,4/27/2015
60622,Downtown,305,36,Western Ave & Division St,41.902893,-87.687275,15,9/21/2013
60659,Far North Side,452,50,Western Ave & Granville Ave,41.994161,-87.689438,15,05-12-2015
60625,North Side ,239,5,Western Ave & Leland Ave,41.966555,-87.688487,19,8/21/2013
60645,Far North Side,467,2,Western Ave & Lunt Ave,42.008594,-87.690492,15,5/15/2015
60612,Downtown,381,16,Western Ave & Monroe St,41.879788,-87.686113,15,4/27/2015
60618,North Side ,493,24,Western Ave & Roscoe St,41.943026,-87.687395,15,05-04-2015
60622,Downtown,374,36,Western Ave & Walton St,41.898418,-87.686596,15,4/27/2015
60647,Downtown,116,33,Western Ave & Winnebago Ave,41.915533,-87.687051,15,7/26/2013
60609,Other South Sides,594,22,Western Blvd & 48th Pl,41.805661,-87.683392,15,6/17/2016
60657,North Side ,117,7,Wilton Ave & Belmont Ave,41.94018,-87.65304,23,08-02-2013
60614,North Side ,13,32,Wilton Ave & Diversey Pkwy,41.932418,-87.652705,27,6/20/2013
60614,North Side ,505,32,Winchester Ave & Elston Ave,41.924091,-87.67646,15,05-07-2015
60612,Downtown,342,16,Wolcott Ave & Polk St,41.871262,-87.673688,15,10-12-2013
60609,Other South Sides,369,22,Wood St & 35th St,41.830105,-87.670298,11,4/14/2015
60622,Downtown,17,36,Wood St & Division St,41.90332,-87.67273,15,6/20/2013
60622,Downtown,285,36,Wood St & Grand Ave,41.89113,-87.67203,15,9/13/2013
60622,Downtown,61,36,Wood St & Milwaukee Ave,41.907655,-87.672552,15,6/18/2013
60612,Downtown,317,16,Wood St & Taylor St,41.869154,-87.671045,23,9/21/2013
60615,Other South Sides,248,8,Woodlawn Ave & 55th St,41.795264,-87.596471,19,8/23/2013
60619,Other South Sides,569,61,Woodlawn Ave & 75th St,41.75916,-87.595751,15,6/23/2016
60653,Other South Sides,413,21,Woodlawn Ave & Lake Park Ave,41.814093,-87.597005,15,4/14/2015
60649,Other South Sides,396,11,Yates Blvd & 75th St,41.758768,-87.56644,11,05-07-2015
60201,Other South Sides,596,,Benson Ave & Church St,42.048214,-87.683485,15,6/29/2016
60201,Other South Sides,601,,Central St Metra,42.063598,-87.69873,15,6/29/2016
60202,Other South Sides,597,,Chicago Ave & Washington St,42.032562,-87.679101,15,6/29/2016
60201,Other South Sides,600,,Dodge Ave & Church St,42.048308,-87.698224,15,6/29/2016
60302,Other South Sides,607,,Cuyler Ave & Augusta St,41.898168,-87.783055,11,6/30/2016
60304,Other South Sides,617,,East Ave & Garfield St,41.871312,-87.788938,19,6/27/2016
60302,Other South Sides,614,,East Ave & Madison St,41.880113,-87.789247,15,6/28/2016
60305,Other South Sides,609,,Forest Ave & Lake St,41.88891,-87.800255,15,6/30/2016
60302,Other South Sides,608,,Humphrey Ave & Ontario St,41.890491,-87.776842,11,6/30/2016
60304,Other South Sides,618,,Lombard Ave & Garfield St,41.87055,-87.77919,19,6/27/2016
60304,Other South Sides,615,,Lombard Ave & Madison St,41.87981,-87.779425,15,6/28/2016
60302,Other South Sides,610,,Marion St & South Blvd,41.88681,-87.80287,19,6/30/2016
60304,Other South Sides,616,,Oak Park Ave & Harrison St,41.872987,-87.793945,19,6/27/2016
60302,Other South Sides,611,,Oak Park Ave & South Blvd,41.886923,-87.793899,19,6/30/2016
60302,Other South Sides,613,,Wisconsin Ave & Madison St,41.879837,-87.80224,11,6/28/2016
